Product Name,Product ID,Listing Price,Sale Price,Discount,Brand,Description,Rating,Reviews,Last Visited,Gender,Product Type,Popularity
Women's adidas Originals NMD_Racer Primeknit Shoes,AH2430,149.99,74.99,50,Adidas Adidas ORIGINALS,"Women's adidas Originals NMD_Racer Primeknit Shoes: Channeling the streamlined look of an '80s racer, these shoes are updated with modern features. The foot-hugging adidas Primeknit upper offers a soft, breathable feel. The Boost midsole provides responsive comfort accented with a contrast-color EVA heel plug. Embroidered details add a distinctive finish.",4.8,41,2020-04-13 15:06:14,Women's product,footwear,medium popularity
Women's adidas Originals Sleek Shoes,G27341,75.99,37.99,50,Adidas ORIGINALS,"Women's adidas Originals Sleek Shoes: A modern take on adidas sport heritage, tailored just for women. Perforated 3-Stripes on the leather upper of these shoes offer a sleek look that mirrors iconic tennis styles.",3.3,24,2020-04-13 15:06:15,Women's product,footwear,low popularity
Women's adidas Swim Puka Slippers,CM0081,9.99,5.99,40,Adidas CORE / NEO,Women's adidas Swim Puka Slippers: These adidas Puka slippers for women's come with slim straps for a great fit. Feature performance logo on the footbed and textured Rubber outsole that gives unique comfort.,2.6,37,2020-04-13 15:06:15,Women's product,footwear,medium popularity
Women's adidas Sport Inspired Questar Ride Shoes,B44832,69.99,34.99,50,Adidas CORE / NEO,"Women's adidas Sport Inspired Questar Ride Shoes: Inspired by modern tech runners, these women's shoes step out with unexpected style. They're built with a breathable knit upper, while the heel offers the extra support of an Achilles-hugging design. The cushioned midsole provides a soft landing with every stride.",4.1,35,2020-04-13 15:06:15,Women's product,footwear,medium popularity
Women's adidas Originals Taekwondo Shoes,D98205,79.99,39.99,50,Adidas ORIGINALS,"Women's adidas Originals Taekwondo Shoes: This design is inspired by vintage Taekwondo styles originally worn to perfect high kicks and rapid foot strikes. The canvas shoes make a streetwear fashion statement as a chic, foot-hugging slip-on. They're shaped for a narrow, women's-specific fit and ride on a soft gum rubber outsole.",3.5,72,2020-04-13 15:06:15,Women's product,footwear,high popularity
Women's adidas Sport Inspired Duramo Lite 2.0 Shoes,B75586,47.99,19.2,60,Adidas CORE / NEO,"Women's adidas Sport Inspired Duramo Lite 2.0 Shoes: Refine your interval training in these women's versatile running-inspired shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure.",1.0,45,2020-04-13 15:06:15,Women's product,footwear,medium popularity
Women's adidas Sport Inspired Duramo Lite 2.0 Shoes,CG4051,47.99,23.99,50,Adidas CORE / NEO,"Women's adidas Sport Inspired Duramo Lite 2.0 Shoes: Refine your interval training in these women's versatile running-inspired shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure.",4.4,2,2020-04-13 15:06:15,Women's product,footwear,low popularity
Women's adidas Swim Puka Slippers,CM0080,9.99,5.99,40,Adidas CORE / NEO,Women's adidas Swim Puka Slippers: These adidas Puka slippers for women's come with slim straps for a great fit. Feature performance logo on the footbed and textured Rubber outsole that gives unique comfort.,2.8,7,2020-04-13 15:06:15,Women's product,footwear,low popularity
WOMEN'S ADIDAS RUNNING DURAMO 9 SHOES,B75990,55.99,27.99,50,Adidas CORE / NEO,"WOMEN'S ADIDAS RUNNING DURAMO 9 SHOES: These women's neutral running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride.",4.5,16,2020-04-13 15:06:15,Women's product,footwear,low popularity
Men's adidas Originals Forest Grove Shoes,EE5761,65.99,39.59,40,Adidas ORIGINALS,"Men's adidas Originals Forest Grove Shoes: The Forest Grove brings back the look of the adidas Oregon running design from the '80s. A favourite for marathon training, it had a distinctive look and feel with shock-absorbing cushioning and a web-wrapped midsole. These streetwear shoes echo the original look with a textured nubuck and mesh upper. A web overlay on the midsole adds authentic Oregon style.",4.0,39,2020-04-13 15:06:15,Men's product,footwear,medium popularity
Women's adidas Originals Swift Run Shoes,EE4553,75.99,45.59,40,Adidas ORIGINALS,"Women's adidas Originals Swift Run Shoes: The Swift distills decades of adidas heritage running designs. Made for casual everyday wear, these lightweight knit shoes come with a sleek shape and a supportive yet flexible feel. They stand out with embroidered accents and smooth welded details. An EVA midsole adds all-day wearability.",2.7,36,2020-04-13 15:06:16,Women's product,footwear,medium popularity
Women's adidas Originals Continental Vulc Shoes,EF9315,65.99,39.59,40,Adidas ORIGINALS,Women's adidas Originals Continental Vulc Shoes: These low-profile shoes come in a pastel color for a feminine touch. A mix of nubuck and canvas on the upper adds texture. The suede toe cap is abrasion-resistant so they look fresh and new longer. A vulcanized outsole makes them durable.,4.2,35,2020-04-13 15:06:16,Women's product,footwear,medium popularity
Women's adidas Running Duramo 9 Shoes,F35281,59.99,29.99,50,Adidas CORE / NEO,"Women's adidas Running Duramo 9 Shoes: These women's neutral running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride.",2.6,97,2020-04-13 15:06:16,Women's product,footwear,very high popularity
Women's adidas Originals Supercourt Shoes,EF9220,75.99,45.59,40,Adidas ORIGINALS,"Women's adidas Originals Supercourt Shoes: Forty years of court style, refined to the essentials. The clean, simple lines and supple leather upper of these shoes are a nod to tennis history. Iconic perforated 3-Stripes and a contrasting Trefoil heel tab give them a timeless look.",3.1,62,2020-04-13 15:06:16,Women's product,footwear,high popularity
Men's adidas Sport Inspired Response Trail Shoes,EG0000,79.99,39.99,50,Adidas CORE / NEO,"Men's adidas Sport Inspired Response Trail Shoes: When the road turns to trail, all that matters is what lies ahead. These running shoes deliver a plush ride and confident grip in a fresh, sporty look. Cloudfoam cushioning feels ultra-soft while the aggressive outsole grabs on in all directions. The multilayer upper and sleek 3-Stripes elevate your look when you get back to town.",3.2,16,2020-04-13 15:06:16,Men's product,footwear,low popularity
Women's adidas Running Cosmic 2 Shoes,B44889,59.99,29.99,50,Adidas CORE / NEO,"Women's adidas Running Cosmic 2 Shoes: These women's running shoes have a breathable mesh upper to keep your feet ventilated on your daily runs. The Cloudfoam midsole provides plush cushioning with every stride, and a high-wear outsole holds up over time.",3.1,69,2020-04-13 15:06:16,Women's product,footwear,high popularity
Women's adidas Sport Inspired Storm Runner Shoes,CL7417,45.99,22.99,50,Adidas CORE / NEO,"Women's adidas Sport Inspired Storm Runner Shoes: A fast, lightweight adidas stormrunner shoes for women. These running-inspired shoes are very comfortable for your daily routine. Made with textile upper and Cloudfoam midsole along with rubber outsole these shoes will provide comfort to your feet all day long.",1.0,16,2020-04-13 15:06:16,Women's product,footwear,low popularity
Women's adidas Sport Inspired Quickspike Shoes,CL7408,39.99,19.99,50,Adidas CORE / NEO,"Women's adidas Sport Inspired Quickspike Shoes: These women's running-inspired shoes feature a breathable mesh upper with a comfort collar, while a moulded overlay provides lightweight support. The soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.",3.1,8,2020-04-13 15:06:16,Women's product,footwear,low popularity
WOMEN'S ADIDAS SWIM CLOUDFOAM FLIP FLOPS,B43601,32.99,16.49,50,Adidas CORE / NEO,WOMEN'S ADIDAS SWIM CLOUDFOAM FLIP FLOPS: A minimalist design with maximum post-workout comfort. These women's thong sandals feature a soft strap connected to a Cloudfoam footbed that cushions every step and dries quickly. A durable rubber outsole adds long-lasting wear.,2.7,62,2020-04-13 15:06:16,Women's product,footwear,high popularity
Women's adidas Sport Inspired Lite Racer Shoes,EE8245,42.99,21.49,50,Adidas CORE / NEO,Women's adidas Sport Inspired Lite Racer Shoes: Unstoppable style. These shoes borrow their lightweight look and feel from celebrated runners. The airy mesh upper has a clean finish with monochrome 3-Stripes. Plush cushioning helps keep the ride smooth.,3.8,67,2020-04-13 15:06:16,Women's product,footwear,high popularity
Women's adidas Running Duramo 9 Shoes,EE8042,55.99,27.99,50,Adidas CORE / NEO,"Women's adidas Running Duramo 9 Shoes: These women's neutral running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride.",5.0,30,2020-04-13 15:06:16,Women's product,footwear,medium popularity
Women's adidas Sport Inspired Arcadeis Shoes,CL7429,42.99,21.49,50,Adidas CORE / NEO,Women's adidas Sport Inspired Arcadeis Shoes: These women's running-inspired shoes cradle your feet with a net mesh upper. Pillow-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.,3.7,43,2020-04-13 15:06:17,Women's product,footwear,medium popularity
Women's adidas Sport Inspired Videll Shoes,CL7370,37.99,22.79,40,Adidas CORE / NEO,Women's adidas Sport Inspired Videll Shoes: Extremely functional and subtle running-inspired shoes for women. Feature a textile-mesh upper and synthetic overlays. EVA cushioning adds extra comfort. The running 3-Stripes on the sides along with an interesting all-over print on the upper add to it's appeal.,3.9,13,2020-04-13 15:06:17,Women's product,footwear,low popularity
Women's adidas Running EnergyFalcon X Shoes,EE9946,65.99,32.99,50,Adidas CORE / NEO,"Women's adidas Running EnergyFalcon X Shoes: When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush cushioning and an OrthoLiteÂ® sockliner for comfort. A flowing TPU heel counter and thin support cage keep the foot centred and stable. The durable outsole is made for logging many miles.",4.4,81,2020-04-13 15:06:17,Women's product,footwear,very high popularity
Women's adidas Sport Inspired Videll Shoes,CK9741,37.99,18.99,50,Adidas CORE / NEO,Women's adidas Sport Inspired Videll Shoes: Extremely functional and subtle running-inspired shoes for women. Feature a textile mesh upper and synthetic overlays. EVA cushioning adds extra comfort. The running 3-Stripes on the sides along with an interesting all-over print on the upper add to it's appeal.,3.6,70,2020-04-13 15:06:17,Women's product,footwear,high popularity
Women's adidas Running Hellion Z Shoes,CL7363,32.99,19.79,40,Adidas CORE / NEO,Women's adidas Running Hellion Z Shoes: Great everyday trainer for the runner in you to go that extra mile. The adidas Hellion Z shoes comes with mesh upper for providing lightweight and breathability to your feet.,2.7,46,2020-04-13 15:06:17,Women's product,footwear,medium popularity
Women's adidas Sport Inspired Videll Shoes,CL7372,37.99,22.79,40,Adidas CORE / NEO,Women's adidas Sport Inspired Videll Shoes: Extremely functional and subtle running-inspired shoes for women. Feature a textile-mesh upper and synthetic overlays. EVA cushioning adds extra comfort. The running 3-Stripes on the sides along with an interesting all-over print on the upper add to it's appeal.,3.2,63,2020-04-13 15:06:17,Women's product,footwear,high popularity
Women's adidas Sport Inspired Arcadeis Shoes,CL7430,42.99,21.49,50,Adidas CORE / NEO,Women's adidas Sport Inspired Arcadeis Shoes: These women's running-inspired shoes cradle your feet with a net mesh upper. Pillow-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.,4.9,95,2020-04-13 15:06:17,Women's product,footwear,very high popularity
Women's adidas Sport Inspired Cloudfoam Pure Shoes,F34485,55.99,33.59,40,Adidas CORE / NEO,Women's adidas Sport Inspired Cloudfoam Pure Shoes: These women's running-inspired shoes cradle your feet with a mesh upper and a Memory Foam footbed that conforms to the shape of your foot. Pillow-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.,5.0,15,2020-04-13 15:06:18,Women's product,footwear,low popularity
Women's adidas Running Hellion Z Shoes,CL7365,32.99,19.79,40,Adidas CORE / NEO,"Women's adidas Running Hellion Z Shoes: The adidas Hellion Z Running shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet on the run. Durable, non slippery, blown out one piece super grip EVA midsole and Rubber outsole ensures maximum stability and grip on the ground.",3.6,34,2020-04-13 15:06:18,Women's product,footwear,medium popularity
Women's adidas Sport Inspired Yking 2.0 Shoes,CL7373,32.99,19.79,40,Adidas CORE / NEO,"Women's adidas Sport Inspired Yking 2.0 Shoes: These lightweight running-inspired shoes for women give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensure breathability and durability. Lightstrike EVA midsole gives you cushioning you need everyday and Rubber outsole provides durability.",2.2,86,2020-04-13 15:06:18,Women's product,footwear,very high popularity
Women's adidas Running Hellion Z Shoes,CL7364,32.99,19.79,40,Adidas CORE / NEO,"Women's adidas Running Hellion Z Shoes: The adidas Hellion Z Running shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet on the run. Durable, non slippery, blown out one piece super grip EVA midsole and Rubber outsole ensures maximum stability and grip on the ground.",3.9,3,2020-04-13 15:06:18,Women's product,footwear,low popularity
Women's adidas Sport Inspired Yking 2.0 Shoes,CL7374,32.99,19.79,40,Adidas CORE / NEO,"Women's adidas Sport Inspired Yking 2.0 Shoes: These lightweight running-inspired shoes for women give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensure breathability and durability. Lightstrike EVA midsole gives you cushioning you need everyday and Rubber outsole provides durability.",3.4,67,2020-04-13 15:06:18,Women's product,footwear,high popularity
Women's adidas Sport Inspired RunFalcon Shoes,EE8167,55.99,33.59,40,Adidas CORE / NEO,"Women's adidas Sport Inspired RunFalcon Shoes: Start clocking miles in these lightweight running shoes. On the treadmill or the streets, they add comfort to each step with soft cushioning. The supportive trainers have an airy material-mix upper and a midfoot cage for extra support.",3.3,5,2020-04-13 15:06:18,Women's product,footwear,low popularity
Women's adidas Sport Inspired Quickspike Shoes,CL7410,39.99,23.99,40,Adidas CORE / NEO,"Women's adidas Sport Inspired Quickspike Shoes: These women's running-inspired shoes feature a breathable mesh upper with a comfort collar, while a moulded overlay provides lightweight support. The soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.",4.8,85,2020-04-13 15:06:18,Women's product,footwear,very high popularity
Women's adidas Sport Inspired Blaze Runner Shoes,CL7401,55.99,33.59,40,Adidas CORE / NEO,Women's adidas Sport Inspired Blaze Runner Shoes: Extremely functional and subtle running-inspired shoes for women. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. Cloudfoam midsole and full Adiwear outsole provides durability.,3.6,4,2020-04-13 15:06:18,Women's product,footwear,low popularity
Women's adidas Sport Inspired Lite Racer CLN Shoes,EE8219,45.99,27.59,40,Adidas CORE / NEO,"Women's adidas Sport Inspired Lite Racer CLN Shoes: Designed with sleek lines for a minimalist look, these shoes have a light and breathable mesh upper. Pillowy cushioning delivers comfort that lasts all day.",4.1,35,2020-04-13 15:06:18,Women's product,footwear,medium popularity
Women's adidas Sport Inspired Blaze Runner Shoes,CL7402,55.99,33.59,40,Adidas CORE / NEO,Women's adidas Sport Inspired Blaze Runner Shoes: Extremely functional and subtle running-inspired shoes for women. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. Cloudfoam midsole and full Adiwear outsole provides durability.,3.6,13,2020-04-13 15:06:18,Women's product,footwear,low popularity
Women's adidas Nova Run X Shoes,EE9929,85.99,51.59,40,Adidas CORE / NEO,"Women's adidas Nova Run X Shoes: Being comfortable on your run is just as important as winning the race. These shoes combine soft, supportive Cloudfoam cushioning with a durable Adiwear outsole for comprehensive control and an energised ride. The mesh upper features a foot-hugging, no-sew fit for a locked-in feel.",2.5,20,2020-04-13 15:06:18,Women's product,footwear,low popularity
Women's adidas Sport Inspired Questar Flow Shoes,EE8221,65.99,39.59,40,Adidas CORE / NEO,Women's adidas Sport Inspired Questar Flow Shoes: Ready for the streets. These shoes borrow their modern look and feel from lightweight runners. They have a flexible knit upper with floating 3-Stripes integrated into the lacing system. Pillow-soft midsole and outsole cushioning provides all-day comfort.,2.7,41,2020-04-13 15:06:18,Women's product,footwear,medium popularity
Women's adidas Sport Inspired Questar Flow Shoes,EE8224,65.99,39.59,40,Adidas CORE / NEO,Women's adidas Sport Inspired Questar Flow Shoes: Ready for the streets. These shoes borrow their modern look and feel from lightweight runners. They have a flexible knit upper with floating 3-Stripes integrated into the lacing system. Pillow-soft midsole and outsole cushioning provides all-day comfort.,2.5,72,2020-04-13 15:06:18,Women's product,footwear,high popularity
Women's adidas Running EnergyFalcon X Shoes,EE9941,65.99,39.59,40,Adidas CORE / NEO,"Women's adidas Running EnergyFalcon X Shoes: When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush cushioning and an OrthoLiteÂ® sockliner for comfort. A flowing TPU heel counter and thin support cage keep the foot centred and stable. The durable outsole is made for logging many miles.",1.5,32,2020-04-13 15:06:19,Women's product,footwear,medium popularity
Women's adidas Running Asweego Shoes,EE8522,75.99,45.59,40,Adidas CORE / NEO,Women's adidas Running Asweego Shoes: Shoes with flexibility and responsiveness for multisport training. These shoes have a knit textile upper that hugs the foot for a sock-like fit. Pillow-like midsole cushioning provides long-lasting comfort. Durable rubber inserts at the forefoot and heel provide added grip so you're ready for unexpected terrain.,2.6,84,2020-04-13 15:06:19,Women's product,footwear,very high popularity
Women's adidas Running Sooraj Shoes,EE9932,55.99,33.59,40,Adidas CORE / NEO,"Women's adidas Running Sooraj Shoes: Fast and sleek. Ready to go. These women's running shoes feature a streamlined, low-profile design and pillow-soft Cloudfoam cushioning for plush landings. The mesh upper delivers a speedy look in fun colours and 3-Stripes.",5.0,75,2020-04-13 15:06:19,Women's product,footwear,high popularity
Women's adidas Sport Inspired Questar Ride Shoes,EE8375,69.99,41.99,40,Adidas CORE / NEO,"Women's adidas Sport Inspired Questar Ride Shoes: Inspired by modern tech runners, these women's shoes step out with unexpected style. A two-tone mesh upper keeps the feel flexible and mixes with a sculpted Cloudfoam midsole and contrast heel counter.",4.5,4,2020-04-13 15:06:19,Women's product,footwear,low popularity
Men's adidas Sport Inspired Run 70s Shoes,EE9798,55.99,33.59,40,Adidas CORE / NEO,"Men's adidas Sport Inspired Run 70s Shoes: These running-inspired shoes are designed with a mesh upper and a textile lining for flexible, all-day comfort. 3-Stripes and a rubber outsole give the shoes a stylish sign-off.",3.9,48,2020-04-13 15:06:19,Men's product,footwear,medium popularity
Women's adidas Running Asweerun Shoes,EE8502,49.99,29.99,40,Adidas CORE / NEO,"Women's adidas Running Asweerun Shoes: Aspire to greatness. These running shoes for women are made with an airy, lightweight mesh upper. The durable rubber outsole grips the pavement for added stability. A cushioned midsole brings comfort to each step.",3.2,12,2020-04-13 15:06:19,Women's product,footwear,low popularity
Women's adidas Sport Inspired Archivo Shoes,EF0450,49.99,29.99,40,Adidas CORE / NEO,Women's adidas Sport Inspired Archivo Shoes: A mix of modern comfort and authentic adidas heritage. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays with subtle 3-Stripes for sporty style.,3.9,83,2020-04-13 15:06:19,Women's product,footwear,very high popularity
Women's Sport Inspired Yking 2.0 Shoes,CL7375,32.99,19.79,40,Adidas CORE / NEO,"Women's Sport Inspired Yking 2.0 Shoes: These lightweight running-inspired shoes for women give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensure breathability and durability. Lightstrike EVA midsole gives you cushioning you need everyday and Rubber outsole provides durability.",2.0,11,2020-04-13 15:06:19,Women's product,footwear,low popularity
Women's adidas Sport Inspired Archivo Shoes,EF0446,49.99,29.99,40,Adidas CORE / NEO,Women's adidas Sport Inspired Archivo Shoes: A mix of modern comfort and authentic adidas heritage. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays with subtle 3-Stripes for sporty style.,1.0,42,2020-04-13 15:06:19,Women's product,footwear,medium popularity
Women's adidas Running Response Trail X Shoes,EF0529,69.99,41.99,40,Adidas CORE / NEO,"Women's adidas Running Response Trail X Shoes: When the road turns to trail, all that matters is what lies ahead. These running shoes deliver a plush ride and confident grip in a fresh, sporty look. Cloudfoam cushioning feels ultra-soft while the aggressive outsole grabs on in all directions. The multilayer upper and sleek 3-Stripes elevate your look when you get back to town.",3.3,69,2020-04-13 15:06:19,Women's product,footwear,high popularity
Women's adidas Running EnergyFalcon X Shoes,EE9940,65.99,39.59,40,Adidas CORE / NEO,"Women's adidas Running EnergyFalcon X Shoes: When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush cushioning and an OrthoLiteÂ® sockliner for comfort. A flowing TPU heel counter and thin support cage keep the foot centred and stable. The durable outsole is made for logging many miles.",4.1,33,2020-04-13 15:06:19,Women's product,footwear,medium popularity
Women's adidas Originals Marathon Tech Shoes,EE4954,119.99,71.99,40,Adidas ORIGINALS,"Women's adidas Originals Marathon Tech Shoes: These shoes draft off the Marathon TR, a trail-running pioneer that debuted in 1979. The upper mixes breathable mesh and suede overlays with metallic details. A grid print on the midsole highlights the addition of responsive Boost cushioning.",4.4,35,2020-04-13 15:06:19,Women's product,footwear,medium popularity
Women's adidas Originals U_Path Run Shoes,G27996,79.99,47.99,40,Adidas ORIGINALS,"Women's adidas Originals U_Path Run Shoes: The U_Path offers a sleek combination of retro and modern. These shoes are built of soft, breathable mesh for everyday wear. The unique D-ring lacing system is inspired by a '70s running sneaker design. A bungee heel piece provides support, and a lightweight EVA midsole adds all-day wearability.",4.8,18,2020-04-13 15:06:19,Women's product,footwear,low popularity
Men's adidas Sport Inspired Drogo Shoes,CL4156,26.99,13.49,50,Adidas CORE / NEO,Men's adidas Sport Inspired Drogo Shoes: The adidas running-inspired shoes for men. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet on the run. Durable and non slippery one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground.,3.5,89,2020-04-13 15:06:19,Men's product,footwear,very high popularity
Women's adidas Originals Stan Smith Shoes,EE4893,79.99,47.99,40,Adidas ORIGINALS,"Women's adidas Originals Stan Smith Shoes: Since it first hit the courts in the early '70s, the Stan Smith has become legendary for its timeless style. These shoes pay tribute to the iconic design by preserving the low-profile cupsole and perforated 3-Stripes. The allover floral print on the upper gives this version a fresh twist.",4.0,47,2020-04-13 15:06:19,Women's product,footwear,medium popularity
Women's adidas Running Sooraj Shoes,EE9937,55.99,33.59,40,Adidas CORE / NEO,"Women's adidas Running Sooraj Shoes: Fast and sleek. Ready to go. These women's running shoes feature a streamlined, low-profile design and pillow-soft Cloudfoam cushioning for plush landings. The mesh upper delivers a speedy look in fun colours and 3-Stripes.",4.8,94,2020-04-13 15:06:19,Women's product,footwear,very high popularity
Women's adidas Originals U_Path Run Shoes,G27649,79.99,47.99,40,Adidas ORIGINALS,"Women's adidas Originals U_Path Run Shoes: The U_Path offers a sleek combination of retro and modern. These shoes are built of soft, breathable mesh for everyday wear. The unique D-ring lacing system is inspired by a '70s running sneaker design. A bungee heel piece provides support, and a lightweight EVA midsole adds all-day wearability.",4.5,35,2020-04-13 15:06:20,Women's product,footwear,medium popularity
Men's adidas Sport Inspired Run 70s Shoes,EE9797,55.99,33.59,40,Adidas CORE / NEO,"Men's adidas Sport Inspired Run 70s Shoes: These running-inspired shoes are designed with a mesh upper and a textile lining for flexible, all-day comfort. 3-Stripes and a rubber outsole give the shoes a stylish sign-off.",4.7,39,2020-04-13 15:06:20,Men's product,footwear,medium popularity
Men's adidas Running Nayo 1.0 shoes,CI9914,49.99,20.0,60,Adidas CORE / NEO,"Men's adidas Running Nayo 1.0 shoes: The adidas Nayo 1.0 shoes for men. These lightweight running shoes give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensure breathability and durability while the Light strike EVA midsole provides premium cushioning's. Full Rubber outsole provides durability.",3.8,98,2020-04-13 15:06:20,Men's product,footwear,very high popularity
Men's adidas Sports Inspired Lite Racer Shoes,EE8252,42.99,21.49,50,Adidas CORE / NEO,Men's adidas Sports Inspired Lite Racer Shoes: The ultra-lightweight build of these shoes takes a running-inspired style to the streets. The sporty look has a breathable and durable mesh upper with stitched-on 3-Stripes. EVA cushioning provides lightweight comfort for every step.,1.5,6,2020-04-13 15:06:20,Men's product,footwear,low popularity
Men's adidas Running Nepton 2.0 Shoes,CK9664,59.99,29.99,50,Adidas CORE / NEO,Men's adidas Running Nepton 2.0 Shoes: Sleek design with reflective three stripes makes it a contemporary yet functional shoe. Breathable textile upper for maximum ventilation and a cushioned midsole provides all-day comfort with rubber outsole for best durability in high wear areas.,0.0,17,2020-04-13 15:06:20,Men's product,footwear,low popularity
Women's adidas Running Aseerun Shoes,EE8501,49.99,29.99,40,Adidas CORE / NEO,"Women's adidas Running Aseerun Shoes: Aspire to greatness. These running shoes for women are made with an airy, lightweight mesh upper. The durable rubber outsole grips the pavement for added stability. A cushioned midsole brings comfort to each step.",4.8,77,2020-04-13 15:06:20,Women's product,footwear,very high popularity
Men's adidas Running Torik Shoes,CL7602,47.99,23.99,50,Adidas CORE / NEO,"Men's adidas Running Torik Shoes: A well cushioned shoe with a fresher look that will appeal to young runners. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear.",4.4,17,2020-04-13 15:06:20,Men's product,footwear,low popularity
Men's adidas Sport Inspired Kalus 1.0 Shoes,CL7494,45.99,22.99,50,Adidas CORE / NEO,"Men's adidas Sport Inspired Kalus 1.0 Shoes: A well cushioned running-inspired shoes with a fresher look that will appeal to all. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear.",3.0,28,2020-04-13 15:06:20,Men's product,footwear,medium popularity
Men's adidas Running Duramo 9 Shoes,EE7923,59.99,35.99,40,Adidas CORE / NEO,"Men's adidas Running Duramo 9 Shoes: These men's running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride.",3.9,88,2020-04-13 15:06:20,Men's product,footwear,very high popularity
Women's adidas Originals Continental 80 Shoes,EE5566,79.99,47.99,40,Adidas ORIGINALS,Women's adidas Originals Continental 80 Shoes: The Continental 80 is an authentic reissue of an indoor sneaker from the '80s. These leather low top shoes show off a swooping stripe on the side and a split rubber cupsole.,4.0,23,2020-04-13 15:06:20,Women's product,footwear,low popularity
MEN'S adidas RUNNING YAMO 1.0 SHOES,CI1821,47.99,23.99,50,Adidas CORE / NEO,MEN'S adidas RUNNING YAMO 1.0 SHOES: The adidas Yamo 1.0 shoes for men. These lightweight running shoes have a combination of Synthetic with double layer Mesh ensure breathability and durability while the Lightstrike EVA midsole provides premium cushionings. Full Rubber outsole provides durability.,4.3,8,2020-04-13 15:06:20,Men's product,footwear,low popularity
men's ADIDAS RUNNING NEBULAR 1.0 SHOES,CJ0082,45.99,22.99,50,Adidas CORE / NEO,men's ADIDAS RUNNING NEBULAR 1.0 SHOES: The premium looking adidas Nebular 1.0 Running shoes for men crafted with Mesh overlays which make it lightweight. The breathable sandwich Mesh offer extended ventilation and comfort. Light strike IMEVA midsole with full Rubber outsole provides durability.,4.3,64,2020-04-13 15:06:20,Men's product,footwear,high popularity
MEN'S ADIDAS RUNNING LEGUS SHOES,CJ8062,59.99,29.99,50,Adidas CORE / NEO,"MEN'S ADIDAS RUNNING LEGUS SHOES: Get maximum support, comfort and a refreshed look with these adidas Legus shoes for men. The textile mesh upper is breathable and has a sock-like fit and the supportive cage in the shoe's midfoot provides midfoot lockdown. CLOUDFOAM gives instant step in-comfort, long-lasting responsive cushioning and a super-plush feel and the Rubber outsole gives ultimate durability.",3.7,52,2020-04-13 15:06:20,Men's product,footwear,high popularity
Men's adidas Originals Supercourt Shoes,EE6038,75.99,45.59,40,Adidas ORIGINALS,Men's adidas Originals Supercourt Shoes: The Supercourt distills 40 years of adidas tennis style. This version of the classic low-profile shoes has perforated 3-Stripes on a crisp leather upper. Decorative stitching and overlays add texture and depth for a multilayered look.,4.3,70,2020-04-13 15:06:20,Men's product,footwear,high popularity
