Product Name,Product ID,Listing Price,Sale Price,Discount,Brand,Description,Rating,Reviews,Last Visited,Gender,Product Type,Popularity
Men's adidas Sport Inspired Fusion Storm Shoes,F36221,79.99,39.99,50,Adidas CORE / NEO,Men's adidas Sport Inspired Fusion Storm Shoes: Basketball style brought to life off the hardwood. These shoes exude attitude with a bold look crafted from a full grain leather upper and fused with knit accents. A sock-like construction and ultralight Cloudfoam cushioning provide all-day comfort.,3.1,41,2020-04-13 15:07:54,Men's product,footwear,medium popularity
MEN'S ADIDAS ORIGINALS SKATEBOARDING MATCHCOURT SHOES,B22790,55.99,27.99,50,Adidas ORIGINALS,"MEN'S ADIDAS ORIGINALS SKATEBOARDING MATCHCOURT SHOES: These shoes pay homage to adidas' court heritage while adapting the design for today's skateboarding needs. They feature an all-canvas upper for a lighter, more breathable feel, while the molded sockliner creates a contoured footbed.",0.0,41,2020-04-13 15:07:54,Men's product,footwear,medium popularity
Men's adidas Originals I-5923 Shoes,BD7809,119.99,59.99,50,Adidas ORIGINALS,Men's adidas Originals I-5923 Shoes: These shoes add modern comfort to a '70s-style runner. The lightweight upper has a mesh build detailed with synthetic suede overlays and serrated 3-Stripes. Boost in the midsole provides durable cushioning.,4.5,50,2020-04-13 15:07:54,Men's product,footwear,medium popularity
Men's adidas Originals Arsenal Adilette Shower Slides,EG1212,29.99,29.99,0,Adidas CORE / NEO,"Men's adidas Originals Arsenal Adilette Shower Slides: Arsenal and adidas, together again. These swim slides show off the club's classic colours and crest. Slip them on in the locker room, on the beach or when you're running to the store.",2.8,94,2020-04-13 15:07:54,Men's product,footwear,very high popularity
Men's adidas Adilette Comfort Adjustable Slides,EG1346,37.99,37.99,0,Adidas CORE / NEO,Men's adidas Adilette Comfort Adjustable Slides: You know that feeling. When you slip off your trainers after a long workout and feel that sweet relief. Keep it going in these lightweight adidas Adilette slides. Soft cushioning rewards hard-working feet.,2.0,94,2020-04-13 15:07:54,Men's product,footwear,very high popularity
MEN'S ADIDAS SPORT INSPIRED CAFLAIRE SHOES,DB1347,55.99,22.4,60,Adidas CORE / NEO,"MEN'S ADIDAS SPORT INSPIRED CAFLAIRE SHOES: Sleek, slim style that goes with everything. These low top tennis-inspired shoes have a smooth leather upper with suede details for a sophisticated look.",3.0,2,2020-04-13 15:07:54,Men's product,footwear,low popularity
Men's adidas Football Predator 19.3 Firm Ground Cleats,F35595,65.99,39.59,40,Adidas SPORT PERFORMANCE,"Men's adidas Football Predator 19.3 Firm Ground Cleats: If your command of the pitch leaves your rivals' tactics in tatters, you're ready to own Predators. Built for precision on firm ground, these football boots have a supportive Primemesh upper that wraps around your foot, locking you in for total control. Embossing on the surface adds confidence to every touch.",2.7,67,2020-04-13 15:07:54,Men's product,footwear,high popularity
MEN'S ADIDAS SPORT INSPIRED LITE RACER CLN SHOES,B96569,45.99,27.59,40,Adidas CORE / NEO,MEN'S ADIDAS SPORT INSPIRED LITE RACER CLN SHOES: A flashy racer style in a sleek package. A sandwich mesh upper gives these running-inspired shoes an airy feel. Tongue and heel pulls allow for easy on and off. Lightweight cushioning offers superior comfort.,2.9,24,2020-04-13 15:07:54,Men's product,footwear,low popularity
Men's adidas Football Predator 19.3 Firm Ground Cleats,F35593,65.99,39.59,40,Adidas SPORT PERFORMANCE,"Men's adidas Football Predator 19.3 Firm Ground Cleats: If your command of the pitch leaves your rivals' tactics in tatters, you're ready to own Predators. Built for precision on firm ground, these football boots have a supportive mesh upper that wraps around your foot, locking you in for total control. Embossing on the surface adds confidence to every touch.",4.8,46,2020-04-13 15:07:54,Men's product,footwear,medium popularity
Men's adidas Originals Stan Smith Shoes,EF2099,79.99,47.99,40,Adidas ORIGINALS,"Men's adidas Originals Stan Smith Shoes: Named for one of tennis' all-time greats, the Stan Smith remains a perennial favorite. These leather shoes honor the simple purity of the original design. A triple-white color palette amplifies the smooth, minimalist lines.",4.3,90,2020-04-13 15:07:54,Men's product,footwear,very high popularity
Men's adidas Running Ultraboost 19 Shoes,G27132,179.99,125.99,30,Adidas SPORT PERFORMANCE,Men's adidas Running Ultraboost 19 Shoes: Running reinvented. These high-performance neutral running shoes deliver unrivaled comfort and energy return. The lightweight and propulsive shoes have a seamless knit upper that's engineered with motion weave technology to provide stretch while also holding your foot in place as you run. The second-skin fit follows the shape of your foot to reduce pressure points.,4.7,81,2020-04-13 15:07:54,Men's product,footwear,very high popularity
Men's adidas Training Pureboost Trainer Shoes,DB3389,119.99,71.99,40,Adidas SPORT PERFORMANCE,"Men's adidas Training Pureboost Trainer Shoes: Made for running and cross training, these versatile shoes have a breathable knit upper. A strap at the ankle lends extra support. Responsive cushioning provides endless energy return with every stride.",0.0,40,2020-04-13 15:07:54,Men's product,footwear,medium popularity
Men's Football Predator 20.4 Flexible Ground Shoes,EF1649,45.99,45.99,0,Adidas SPORT PERFORMANCE,"Men's Football Predator 20.4 Flexible Ground Shoes: It shows no mercy. It feels no pity. Every inch of its fearsome frame has mutated to fulfil its single, Unrelenting Goal. Domination. The Predator 20 is here and it's hungry for control. Legal? Absolutely. Fair? Who Cares? Get a grip, playtime's over.",3.7,12,2020-04-13 15:07:54,Men's product,footwear,low popularity
Men's Football X 19.4 Flexible Ground Cleats,EF1698,45.99,45.99,0,Adidas SPORT PERFORMANCE,"Men's Football X 19.4 Flexible Ground Cleats: X isn't just a boot. It's a recognition that speed should prise open defences, not dart down blind alleys. If you can't lead the charge with your lightning pace, jog on. But if you're ready to push past your limits, keep reading. These football boots have a lightweight synthetic upper with a foot-hugging fit that locks you in. The outsole supercharges acceleration on firm ground, hard ground and artificial grass.",1.5,52,2020-04-13 15:07:54,Men's product,footwear,high popularity
Men's Football Predator 20.3 Turf Shoes,EF2208,59.99,59.99,0,Adidas SPORT PERFORMANCE,"Men's Football Predator 20.3 Turf Shoes: It shows no mercy. It feels no pity. Every inch of its fearsome frame has mutated to fulfil its single, Unrelenting Goal. Domination. The Predator 20 is here and it's hungry for control. Legal? Absolutely. Fair? Who Cares? Get a grip, playtime's over.",3.3,40,2020-04-13 15:07:54,Men's product,footwear,medium popularity
Men's Football Predator 20.3 Firm Ground Shoes,EG0964,59.99,59.99,0,Adidas SPORT PERFORMANCE,Men's Football Predator 20.3 Firm Ground Shoes: You're not cheating the system. You're just bending the rules. Find your unfair advantage and transform your game with the all-new adidas Predator. The soft textile upper on these soccer cleats has a mid-cut design to support your ankle. Raised elements on the forefoot help you add swerve to every strike. Take control in Predator 20.3 Firm Ground Cleats.,2.0,0,2020-04-13 15:07:54,Men's product,footwear,low popularity
Men's Football Nemeziz 19.3 Firm Ground Cleats,EG7202,65.99,65.99,0,Adidas SPORT PERFORMANCE,"Men's Football Nemeziz 19.3 Firm Ground Cleats: Nemeziz isn't just a boot. It's a commitment that skills should be about wins, not likes. If you'd take celebrity over silverware, get out of here. But if you're ready to rip up the pitch to carry your team to victory, read on. The soft synthetic upper on these football boots offers a responsive touch, helping you keep the ball close while you weave your magic. They're made with a mid cut to support your ankle through every twist and turn.",4.5,78,2020-04-13 15:07:54,Men's product,footwear,very high popularity
Men's Football X 19.3 Firm Ground Cleats,EG7130,59.99,59.99,0,Adidas SPORT PERFORMANCE,"Men's Football X 19.3 Firm Ground Cleats: X isn't just a cleat. It's a recognition that speed should pry open defenses, not dart down blind alleys. If you can't lead the charge with your lightning pace, jog on. But if you're ready to push past your limits, keep reading. These soccer cleats have a lightweight synthetic upper for game-long comfort, true touch and lightning pace. A low-cut collar and foot-hugging fit combine to keep you stable during explosive moves.",4.4,70,2020-04-13 15:07:54,Men's product,footwear,high popularity
Men's adidas Originals Stan Smith Gore-Tex Shoes,FU8926,109.99,109.99,0,Adidas ORIGINALS,"Men's adidas Originals Stan Smith Gore-Tex Shoes: Named for one of tennis' all-time greats, the Stan Smith is an icon unto itself. This version of the beloved court shoes features a printed square detail inspired by modernist art. GORE-TEX lining makes them ready for cold weather.",5.0,32,2020-04-13 15:07:54,Men's product,footwear,medium popularity
Men's Football Nemeziz 19.4 Flexible Ground Cleats,EF1707,45.99,45.99,0,Adidas SPORT PERFORMANCE,"Men's Football Nemeziz 19.4 Flexible Ground Cleats: Nemeziz isn't just a cleat. It's a commitment that skills should be about wins, not likes. If you'd take celebrity over silverware, get out of here. But if you're ready to rip up the field to carry your team to victory, read on. The soft synthetic upper on these soccer cleats morphs to your foot shape to keep you comfortable as you weave your magic. A mono-tongue delivers a lockdown fit for stability through every twist and turn.",3.8,26,2020-04-13 15:07:54,Men's product,footwear,medium popularity
Men's adidas Originals Continental Superstar Shoes,G54739,79.99,39.99,50,Adidas ORIGINALS,"Men's adidas Originals Continental Superstar Shoes: These trainers born in the '70s keep the look classic with a coated leather upper. They feature all the authentic details, including zigzag edging on the 3-Stripes and the signature rubber shell toe.",4.7,26,2020-04-13 15:07:54,Men's product,footwear,medium popularity
MEN'S ADIDAS SPORT INSPIRED LITE RACER BYD SHOES,B44705,59.99,29.99,50,Adidas CORE / NEO,MEN'S ADIDAS SPORT INSPIRED LITE RACER BYD SHOES: Clean and contemporary. These men's running-inspired shoes have a snug stretch mesh build. They're branded with an adidas heel strap and finished with ultra-comfortable Cloudfoam cushioning.,3.0,88,2020-04-13 15:07:54,Men's product,footwear,very high popularity
Men's adidas Originals POD-S3.1 Shoes,DA8693,139.99,69.99,50,Adidas ORIGINALS,"Men's adidas Originals POD-S3.1 Shoes: The '90s sensation is back, updated with more style and comfort. These shoes flash contrast colour and nubuck details on a soft, open-weave knit upper. The distinctive P.O.D. midsole has a supportive TPU bridge, and Boost cushioning adds an elevated level of comfort.",4.1,88,2020-04-13 15:07:54,Men's product,footwear,very high popularity
Men's adidas Swim Eezay Maxout II Slippers,CM0105,9.99,4.99,50,Adidas CORE / NEO,Men's adidas Swim Eezay Maxout II Slippers: These casual adidas slippers for men come with soft Synthetic straps for better grip and comfort. It's durable Die-cut Rubber outsole offers supreme comfort.,2.7,87,2020-04-13 15:07:54,Men's product,footwear,very high popularity
Men's adidas Sport Inspired VS Pace Shoes,F34611,37.99,18.99,50,Adidas CORE / NEO,Men's adidas Sport Inspired VS Pace Shoes: Easy style with every stride. These basketball-inspired shoes have a nubuck-like upper. Bold 3-Stripes on the outer side and perforated 3-Stripes on the inner side mix modern and classic design. The rubber outsole has a vulcanised look.,4.3,77,2020-04-13 15:07:54,Men's product,footwear,very high popularity
Men's Originals Salvapor 032c Shoes,EG5933,169.99,169.99,0,Adidas ORIGINALS,"Men's Originals Salvapor 032c Shoes: Berlin-based magazine 032c's collaboration with adidas Originals pushes the boundaries of contemporary design. Blending an outdoor gear aesthetic with sleek style, these shoes bring an unexpected edge to urban environments. Neon details stand out on the textile upper. The EVA midsole keeps you comfortable.",4.9,94,2020-04-13 15:07:54,Men's product,footwear,very high popularity
MEN'S ADIDAS RUNNING ADIZERO PRIME LTD SHOES,BB6574,179.99,89.99,50,Adidas SPORT PERFORMANCE,MEN'S ADIDAS RUNNING ADIZERO PRIME LTD SHOES: These running shoes have a lightweight knit upper that adapts to the changing shape of your foot as you run. Responsive cushioning and a flexible outsole deliver a smooth and energized ride.,4.5,96,2020-04-13 15:07:54,Men's product,footwear,very high popularity
Men's adidas Originals POD-S3.1 Shoes,BD7878,139.99,69.99,50,Adidas ORIGINALS,"Men's adidas Originals POD-S3.1 Shoes: The '90s sensation is back, updated with more style and comfort. These shoes flash contrast colour and nubuck details on a soft, open-weave knit upper. The distinctive P.O.D. midsole has a supportive TPU bridge, and Boost cushioning adds an elevated level of comfort.",2.5,70,2020-04-13 15:07:55,Men's product,footwear,high popularity
Men's adidas Tennis Smash Indoor Shoes,CK8040,49.99,24.99,50,Adidas SPORT PERFORMANCE,"Men's adidas Tennis Smash Indoor Shoes: Smash your next cross-court winner in these men's Tennis Smash Indoor shoes. Designed for quickness and stability on clay, these low-cut shoes have a Synthetic and Mesh upper that wraps your foot with a secure, natural-feeling fit. ADIWEARÂ® outsole, and EVA midsole provide the anchor you need for greater throwing power.",2.8,53,2020-04-13 15:07:55,Men's product,footwear,high popularity
Men's adidas Tennis Smash Indoor Shoes,CK8037,49.99,24.99,50,Adidas SPORT PERFORMANCE,"Men's adidas Tennis Smash Indoor Shoes: Smash your next cross-court winner in these men's Tennis Smash Indoor shoes. Designed for quickness and stability on clay, these low-cut shoes have a Synthetic and Mesh upper that wraps your foot with a secure, natural-feeling fit. ADIWEARÂ® outsole, and EVA midsole provide the anchor you need for greater throwing power.",3.3,53,2020-04-13 15:07:55,Men's product,footwear,high popularity
Men's adidas Tennis Smash Indoor Shoes,CK8039,49.99,24.99,50,Adidas SPORT PERFORMANCE,"Men's adidas Tennis Smash Indoor Shoes: Smash your next cross-court winner in these men's Tennis Smash Indoor shoes. Designed for quickness and stability on clay, these low-cut shoes have a Synthetic and Mesh upper that wraps your foot with a secure, natural-feeling fit. ADIWEARÂ® outsole, and EVA midsole provide the anchor you need for greater throwing power.",3.9,56,2020-04-13 15:07:55,Men's product,footwear,high popularity
Men's adidas Originals Nite Jogger Shoes,EE6254,129.99,77.99,40,Adidas ORIGINALS,"Men's adidas Originals Nite Jogger Shoes: The Nite Jogger debuted in 1980, at a time when recreational running was becoming a popular pastime. These shoes revisit the retro style with a mesh upper with suede overlays and flashy reflective details. Energy-returning Boost provides modern cushioning.",3.6,75,2020-04-13 15:07:55,Men's product,footwear,high popularity
Men's adidas Originals Tyshawn Shoes,EE6081,75.99,45.59,40,Adidas ORIGINALS,"Men's adidas Originals Tyshawn Shoes: adidas Skateboarding collaborates with Tyshawn Jones on the NYC icon's latest signature model. Drawing inspiration from the hardwood, these men's shoes have a leather upper that spares no detail. They're built with an EVA midsole and inner vulc wrap, giving you impact absorption without sacrificing board feel.",0.0,94,2020-04-13 15:07:55,Men's product,footwear,very high popularity
Men's adidas Sports Inspired Hoops 2.0 Mid Shoes,EE7383,65.99,39.59,40,Adidas CORE / NEO,Men's adidas Sports Inspired Hoops 2.0 Mid Shoes: Mid-top style in a streamlined package. These basketball-inspired shoes boast a leather-like upper with stitched-on 3-Stripes. A breathable mesh collar gives them a sporty feel.,4.1,60,2020-04-13 15:07:55,Men's product,footwear,high popularity
Men's adidas Sport Inspired Court 80s Shoes,EE9665,65.99,65.99,0,Adidas CORE / NEO,"Men's adidas Sport Inspired Court 80s Shoes: A nod to icons of the past, these shoes bring a retro court look into the present. They're crafted with a smooth leather upper and premium suede-like details. An ultra-soft sockliner adds lightweight cushioning.",4.2,16,2020-04-13 15:07:55,Men's product,footwear,low popularity
Men's adidas Originals Liberty Cup Shoes,EE6111,75.99,45.59,40,Adidas ORIGINALS,Men's adidas Originals Liberty Cup Shoes: Late-'90s tennis style broke with everything that came before it. These skate shoes hack the lines of the chunky trainers that dominated courts of the era. The durable suede upper is designed with breathable mesh panels and archival eyelets. It rides on a cushioned Bounce midsole above a supportive wrapped cupsole.,5.0,94,2020-04-13 15:07:55,Men's product,footwear,very high popularity
Men's adidas Running Adizero Prime Ltd Shoes,D97654,179.99,89.99,50,Adidas SPORT PERFORMANCE,Men's adidas Running Adizero Prime Ltd Shoes: These running shoes have a lightweight knit upper that adapts to the changing shape of your foot as you run. Responsive cushioning and a flexible outsole deliver a smooth and energized ride.,4.4,38,2020-04-13 15:07:55,Men's product,footwear,medium popularity
Men's adidas Originals Skateboarding Liberty Cup Shoes,EE6112,79.99,47.99,40,Adidas ORIGINALS,"Men's adidas Originals Skateboarding Liberty Cup Shoes: Inspired by late-'90s court shoes, these signature Chewy Cannon skate shoes have an upper that mixes smooth nubuck and soft suede. The Bounce midsole provides cushioned comfort, and it rides a supportive cupsole equipped with vulcanised side walls.",4.5,23,2020-04-13 15:07:55,Men's product,footwear,low popularity
Men's adidas Tennis Wucht Indoor Shoes,CL9854,49.99,24.99,50,Adidas SPORT PERFORMANCE,Men's adidas Tennis Wucht Indoor Shoes: High-tech meets super comfort in these performance-driven adidas tennis shoes. These indoor shoes have a snug-fitting synthetic upper with a comfortable cushioned sole. The Adiwearâ?¢ outsole offers the ultimate in high-wear durability Rubber outsole provide maximum flexibility to your feet.,0.0,10,2020-04-13 15:07:55,Men's product,footwear,low popularity
Men's adidas Basketball Streetflow Shoes,EE4284,69.99,41.99,40,Adidas CORE / NEO,Men's adidas Basketball Streetflow Shoes: Court attitude with a modern look. These low top basketball shoes deliver instant step-in comfort with ultra-soft Cloudfoam cushioning. They're built with a mesh upper for breathability and flash 3-Stripes for adidas pride. The grippy Adiwear camo outsole provides enhanced traction and durability.,3.5,39,2020-04-13 15:07:55,Men's product,footwear,medium popularity
Men's adidas Sport Inspired Bball 90s Shoes,EF0609,79.99,47.99,40,Adidas CORE / NEO,Men's adidas Sport Inspired Bball 90s Shoes: The style of the 90s stars returns to the streets. These sneakers are inspired by basketball shoes of the past era.The Cloudfoam comfort midsole provides unsurpassed softness to your feet in every step.,4.7,72,2020-04-13 15:07:55,Men's product,footwear,high popularity
Men's adidas Swim Stabile Slippers,CM0060,12.99,7.79,40,Adidas CORE / NEO,"Men's adidas Swim Stabile Slippers: The simple and stylish adidas Stabile slippers for men. Crafted with premium Synthetic, these slippers are perfect for casual wear. Synthetic straps with wide thong construction allows additional comfort. Lightweight EVA for comfort with textured rubber outsole keep it durable. The adidas Performance logo badge on the strap reflects the brand perfectly.",3.5,86,2020-04-13 15:07:55,Men's product,footwear,very high popularity
Men's adidas Tennis Adizero Club Shoes,G26566,79.99,47.99,40,Adidas SPORT PERFORMANCE,Men's adidas Tennis Adizero Club Shoes: Keep your cool when it's all on the line. These lightweight tennis shoes have a breathable mesh upper to keep air circulating when the heat is on. Their foot-hugging construction and supportive chassis offer a stable feel. The durable outsole gives a firm grip with every serve and slide as you improve your game.,1.0,19,2020-04-13 15:07:55,Men's product,footwear,low popularity
Men's adidas Basketball Dame 5 Shoes,EF0500,129.99,77.99,40,Adidas SPORT PERFORMANCE,"Men's adidas Basketball Dame 5 Shoes: Made to play fresh out of the box, these basketball shoes are designed with Damian Lillard's signature style. Built with a textile upper, they feature flexible cushioning for lightweight comfort on every step-back jumper. The herringbone outsole lets you change directions on a dime.",3.6,48,2020-04-13 15:07:55,Men's product,footwear,medium popularity
Men's adidas Sport Inspired Caflaire Shoes,F34375,55.99,27.99,50,Adidas CORE / NEO,"Men's adidas Sport Inspired Caflaire Shoes: Sleek, slim style that goes with everything. These low top tennis-inspired shoes have a smooth leather upper with suede details for a sophisticated look.",4.5,16,2020-04-13 15:07:55,Men's product,footwear,low popularity
Men's adidas Adilette Comfort Slides,EG1851,32.99,32.99,0,Adidas CORE / NEO,Men's adidas Adilette Comfort Slides: Rejuvenate tired feet in these slides for men. The lightweight slides have a Cloudfoam Plus contoured footbed that delivers plush cushioning with every step. The classic design features a bandage upper with tonal 3-Stripes.,2.8,2,2020-04-13 15:07:55,Men's product,footwear,low popularity
MEN'S ADIDAS TRAINING SOLAR LT TRAINERS,BB7236,79.99,39.99,50,Adidas SPORT PERFORMANCE,"MEN'S ADIDAS TRAINING SOLAR LT TRAINERS: Versatile enough for a variety of workouts, these shoes are made for the athlete who mixes up barbell exercises one day with agility drills or speedwork the next. The textile upper is lightweight and flexible while providing the lockdown you need when moving side-to-side. It rides on a cushioned midsole that feels springy and flexible.",3.8,1,2020-04-13 15:07:55,Men's product,footwear,low popularity
men's ADIDAS TRAINING CRAZYTRAIN ELITE SHOES,CP9392,169.99,84.99,50,Adidas SPORT PERFORMANCE,"men's ADIDAS TRAINING CRAZYTRAIN ELITE SHOES: Hitting your training goals requires endurance, resilience and targeted effort. The Crazytrain Elite shoes help you reach those goals with every step. Set a personal record in these men's training shoes. The energy-returning power of Boost is paired with a rugged textile upper for superior comfort and performance. TPU casing on the midsole keeps your foot stable during explosive lateral moves. The trainers have a versatile outsole that provides exceptional traction anywhere you go.",2.0,58,2020-04-13 15:07:55,Men's product,footwear,high popularity
MEN'S ADIDAS SPORT INSPIRED LITE RACER CLN SHOES,F34573,45.99,22.99,50,Adidas CORE / NEO,MEN'S ADIDAS SPORT INSPIRED LITE RACER CLN SHOES: A flashy racer style in a sleek package. A sandwich mesh upper gives these running-inspired shoes an airy feel. Tongue and heel pulls allow for easy on and off. Lightweight cushioning offers superior comfort.,4.8,62,2020-04-13 15:07:55,Men's product,footwear,high popularity
Men's adidas Indoor Gumption III Shoes,CL9853,47.99,28.79,40,Adidas SPORT PERFORMANCE,"Men's adidas Indoor Gumption III Shoes: Designed for professional as well as amateur players. These indoor shoes are crafted with synthetic upper that provides natural fit, while the EVA midsole provides lightweight cushioning. The shoes can be used for squash, tennis, and badminton. Suitable on wooden courts.",3.0,26,2020-04-13 15:07:55,Men's product,footwear,medium popularity
Men's Pharrell Williams x adidas Originals Running Solar Hu PRD Shoes,EF2378,149.99,89.99,40,Adidas SPORT PERFORMANCE,Men's Pharrell Williams x adidas Originals Running Solar Hu PRD Shoes: adidas teamed up with Pharrell Williams to create these running shoes that celebrate the world's many vibrant hues. They have a breathable textile upper and responsive cushioning for an energized ride. A stability rail helps guide the foot through the gait cycle.,4.1,5,2020-04-13 15:07:55,Men's product,footwear,low popularity
Men's adidas Nemeziz 19.3 Firm Ground Cleats,F34390,59.99,59.99,0,Adidas SPORT PERFORMANCE,"Men's adidas Nemeziz 19.3 Firm Ground Cleats: Nemeziz isn't just a boot. It's a commitment that skills should be about wins, not likes. If you'd take celebrity over silverware, get out of here. But if you're ready to rip up the pitch to carry your team to victory, read on. The soft mesh upper on these football boots offers a responsive touch, helping you keep the ball close while you weave your magic. They're made with a mid cut to support your ankle through every twist and turn.",4.6,41,2020-04-13 15:07:55,Men's product,footwear,medium popularity
Men's adidas Indoor Gumption III Shoes,CL9851,47.99,28.79,40,Adidas SPORT PERFORMANCE,"Men's adidas Indoor Gumption III Shoes: Designed for professional as well as amateur players. These indoor shoes are crafted with synthetic upper that provides natural fit, while the EVA midsole provides lightweight cushioning. The shoes can be used for squash, tennis, and badminton. Suitable on wooden courts.",0.0,64,2020-04-13 15:07:55,Men's product,footwear,high popularity
Men's adidas Sport Inspired Grand Court Shoes,F36412,59.99,29.99,50,Adidas CORE / NEO,Men's adidas Sport Inspired Grand Court Shoes: A '70s style reborn. These shoes take inspiration from iconic sport styles of the past and move them into the future. The shoes craft an everyday look with a two-tone knit upper. Signature 3-Stripes flash along the sides. Plush midsole cushioning gives comfort to every step.,1.0,59,2020-04-13 15:07:55,Men's product,footwear,high popularity
MEN'S ADIDAS FOOTBALL NEMEZIZ 18.1 FIRM GROUND BOOTS,BB9425,149.99,74.99,50,Adidas SPORT PERFORMANCE,"MEN'S ADIDAS FOOTBALL NEMEZIZ 18.1 FIRM GROUND BOOTS: These football boots are designed for dynamic play. If you've got the tricks to turn a match on its head, you're ready to weave your magic in Nemeziz. Created for unplayable agility, these football boots have a unique bandage construction that provides both compressive support and complete flexibility. A dual lock collar secures your ankle when you're ready to explode into action.",2.5,91,2020-04-13 15:07:56,Men's product,footwear,very high popularity
Men's Swim Adilette Supercloud Plus Thongs,S78048,32.99,16.49,50,Adidas CORE / NEO,"Men's Swim Adilette Supercloud Plus Thongs: Highly functional adidas Adilette Supercloud Plus thongs for men. The SUPERCLOUD base which is a soft, quick-dry sport footbed gives a comfortable, pillow-like feel while the injected EVA outsole offers lightweight comfort. The stylish Thong construction offers comfort and style.",4.1,13,2020-04-13 15:07:56,Men's product,footwear,low popularity
Men's adidas Originals Marathon Tech Shoes,G27463,119.99,59.99,50,Adidas ORIGINALS,"Men's adidas Originals Marathon Tech Shoes: These shoes follow in the style steps of adidas' first trail shoe, the Marathon TR. The vintage-inspired upper is a mix of breathable mesh and synthetic suede, with iconic 3-Stripes branding. Extra comfort comes from the Boost midsole, which gives durable cushioning.",3.5,4,2020-04-13 15:07:56,Men's product,footwear,low popularity
Men's adidas Sport Inspired VS Pace Shoes,B44869,37.99,37.99,0,Adidas CORE / NEO,Men's adidas Sport Inspired VS Pace Shoes: Easy style with every stride. These basketball-inspired shoes have a nubuck-like upper. Bold 3-Stripes on the outer side and perforated 3-Stripes on the inner side mix modern and classic design. The rubber outsole has a vulcanised look.,4.8,88,2020-04-13 15:07:56,Men's product,footwear,very high popularity
Men's adidas Outdoor Hammer Hiker IV Shoes,CM0002,65.99,39.59,40,Adidas SPORT PERFORMANCE,"Men's adidas Outdoor Hammer Hiker IV Shoes: This fast, light & agile outdoor shoe will appeal to those who are on the move. Made specially for those who are always looking forward to trek new heights, these shoes comes with Eva midsole for providing lightweight cushioning while you are trekking. The adiprene in the heels help in shock absorption.",4.1,53,2020-04-13 15:07:56,Men's product,footwear,high popularity
Men's Outdoor Terrex Two Shoes,EH1837,99.99,99.99,0,Adidas SPORT PERFORMANCE,"Men's Outdoor Terrex Two Shoes: Bound through rocky terrain with confidence and comfort. These adidas trail running shoes set you up for long-range comfort and confident traction in rugged terrain. No matter the distance or the destination, your feet can flex and adapt as you get your trail running fix.",3.9,56,2020-04-13 15:07:56,Men's product,footwear,high popularity
Men's adidas Originals Pharrell Williams Tennis HU Human Made Shoes,EF2392,119.99,119.99,0,Adidas ORIGINALS,"Men's adidas Originals Pharrell Williams Tennis HU Human Made Shoes: Pairing vibrant colors with words of hope and inclusivity, musician and designer Pharrell Williams celebrates the hues of humanity. These shoes rework the iconic tennis shoe silhouette with embroidered ""Human Made"" heart graphics on the textile upper.",4.3,52,2020-04-13 15:07:56,Men's product,footwear,high popularity
Men's adidas Running Edge XT Shoes,EH0433,99.99,99.99,0,Adidas SPORT PERFORMANCE,Men's adidas Running Edge XT Shoes: Running is a means to an end. Success. Triumph. The adidas Edge XT Shoes help you get there. They have a wide stable forefoot platform so you can cut in all directions. The upper is reinforced in key areas for midfoot lockdown.,2.8,87,2020-04-13 15:07:56,Men's product,footwear,very high popularity
Men's Running Ultraboost 20 Shoes,EE4393,179.99,179.99,0,Adidas SPORT PERFORMANCE,Men's Running Ultraboost 20 Shoes: A new day. A new run. Make it your best. These high-performance shoes feature a foot-hugging knit upper. Stitched-in reinforcement is precisely placed to give you support in the places you need it most. The soft elastane heel delivers a more comfortable fit. Responsive cushioning returns energy to your stride with every footstrike for that I-could-run-forever feeling.,4.3,28,2020-04-13 15:07:56,Men's product,footwear,medium popularity
Men's Basketball Own The Game Shoes,EE9642,65.99,65.99,0,Adidas CORE / NEO,Men's Basketball Own The Game Shoes: Work the lane and slash through traffic in these mid-cut basketball shoes. Superior Cloudfoam cushioning in the midsole and footbed delivers energy and comfort while you finesse your clutch moves. The durable Adiwear outsole provides dual-zone traction while you create separation on the court. The mesh and synthetic leather upper features a debossed toe cap and TPU 3-Stripes.,4.7,40,2020-04-13 15:07:56,Men's product,footwear,medium popularity
Men's adidas Running Ultraboost 20 Shoes,EG0692,179.99,179.99,0,Adidas SPORT PERFORMANCE,Men's adidas Running Ultraboost 20 Shoes: A new day. A new run. Make it your best. These high-performance shoes feature a foot-hugging knit upper. Stitched-in reinforcement is precisely placed to give you support in the places you need it most. The soft elastane heel delivers a more comfortable fit. Responsive cushioning returns energy to your stride with every footstrike for that I-could-run-forever feeling.,2.5,88,2020-04-13 15:07:56,Men's product,footwear,very high popularity
Men's adidas Sport Inspired Caflaire Shoes,F34376,55.99,27.99,50,Adidas CORE / NEO,"Men's adidas Sport Inspired Caflaire Shoes: Sleek, slim style that goes with everything. These low top tennis-inspired shoes have a smooth leather upper with suede details for a sophisticated look.",3.9,87,2020-04-13 15:07:56,Men's product,footwear,very high popularity
Men's adidas Sport Inspired VS Pace Shoes,DA9997,37.99,22.79,40,Adidas CORE / NEO,Men's adidas Sport Inspired VS Pace Shoes: Easy style with every stride. These basketball-inspired shoes have a nubuck-like upper. Bold 3-Stripes on the outer side and perforated 3-Stripes on the inner side mix modern and classic design. The rubber outsole has a vulcanised look.,3.9,76,2020-04-13 15:07:56,Men's product,footwear,very high popularity
