Product Name,Sale Price,Listing Price,Currency,Color,Description,Country,Rating,Reviews,Gender,Product Type,Popularity
Unisex adidas Originals by Alexander Wang Puff Trainer Shoes,239.99,239.99,USD,Various,"Unisex adidas Originals by Alexander Wang Puff Trainer Shoes: Known for his playful aesthetic and party-ready spirit, Alexander Wang collaborates with adidas Originals on a collection that mixes athletics and hits of disco and soul style to create a fashion genre he calls ""club leisure."" These slip-on trainers have a sock-like upper with an exaggerated puffer look borrowed from winter wear. The lacing system features a stopper closure on the heel.",Various,4.9,19,Unisex product,footwear,low popularity
Women's adidas Running Solar Drive 19 Shoes,119.99,119.99,USD,Various,Women's adidas Running Solar Drive 19 Shoes: Feel confident on your daily run. These women's shoes have a breathable mesh upper that's designed for an irritation-free fit. A Solar Propulsion Rail helps to guide the foot from touchdown to toe-off. Responsive cushioning returns energy to your stride.,Various,4.0,6,Women's product,footwear,low popularity
Women's Running Focus Magnolia Shoes,99.99,99.99,USD,Various,"Women's Running Focus Magnolia Shoes: Escape to your run. These adidas running shoes have a lightweight feel that helps you reconnect with yourself and leave stress behind. The stretchy knit upper fits like a glove and has a sheer midfoot panel that lets light shine through. The super lightweight midsole provides the right amount of responsiveness cushioning that's comfortable without weighing you down. Come back to your day recharged, reinvigorated, and ready to face whatever comes next.",Various,3.6,22,Women's product,footwear,low popularity
Women's adidas Running PulseBoost HD Shoes,149.99,149.99,USD,Various,"Women's adidas Running PulseBoost HD Shoes: The city's full of surprises, but you can count on your run. These adidas shoes have a stretchy knit upper that fits like a sock and a wide forefoot platform for added stability. The responsive cushioning has a firm feel and provides support as you round corners and jump puddles.",Various,3.3,87,Women's product,footwear,very high popularity
Women's Running SL 20 Shoes,109.99,109.99,USD,Various,"Women's Running SL 20 Shoes: When your running shoes are comfortable everything else falls into place. Your speed, your rhythm, your breath. These adidas running shoes set you up for a great run. The mesh upper is breathable and supportive. Cushioning in the midsole is light enough for explosive speed and responsive enough for total comfort. 3-Stripes take cues from Japanese calligraphy. Look fast, feel fast, run fast.BREATHABLE COMFORT A lightweight mesh upper has a supportive feel.DEPENDABLE GRIP Continental Rubber outsole gives you extraordinary traction in wet and dry conditions.SNAPPY FEEL Lightstrike midsole cushioning delivers the optimal balance of light weight and responsiveness.",Various,4.4,38,Women's product,footwear,medium popularity
Women's Running Ultraboost 20 Shoes,169.99,169.99,USD,Various,"Women's Running Ultraboost 20 Shoes: Confidence from the ground up. These adidas running shoes are designed to turbo charge your daily miles. The knit upper offers stitched-in support based on motion capture technology. A soft, comfortable elastane heel allows for natural movement of the Achilles. Responsive cushioning helps keep transitions smooth and the energy flowing.",Various,4.5,69,Women's product,footwear,high popularity
Women's Tennis Laceless Hard Court Shoes,149.99,149.99,USD,Various,Women's Tennis Laceless Hard Court Shoes: You play every single day so you need a shoe that's both durable and comfortable. These adidas tennis shoes have a cushioned midsole for enhanced comfort whether you're working on your groundstroke or playing best-of-five. A durable and supportive build lets you play on any type of court surface.,Various,4.0,21,Women's product,footwear,low popularity
Women's adidas Running Ultraboost 20 Shoes,179.99,179.99,USD,Various,"Women's adidas Running Ultraboost 20 Shoes: Confidence from the ground up. These adidas running shoes are designed to turbo charge your daily miles. The knit upper offers stitched-in support based on motion capture technology. A soft, comfortable elastane heel allows for natural movement of the Achilles. Responsive cushioning helps keep transitions smooth and the energy flowing.",Various,3.9,17,Women's product,footwear,low popularity
Women's adidas Training FitBounce Trainers,75.99,75.99,USD,Various,"Women's adidas Training FitBounce Trainers: Put your versatility on display in these adidas training shoes. The mesh upper keeps you cool. Midsole cushioning means unmatched comfort and an agile, springy feel. The outsole adds multidirectional traction on any surface.",Various,5.0,35,Women's product,footwear,medium popularity
Unisex adidas Badminton Wucht P5.1 Shoes,79.99,79.99,USD,Various,Unisex adidas Badminton Wucht P5.1 Shoes: High-tech meets super comfort in these performance-driven adidas badminton shoes. These unisex shoes have a snug-fitting synthetic upper with a comfortable Bounce midsole. The High wrap Rubber outsole provide maximum flexibility to your feet.,Various,4.3,57,Unisex product,footwear,high popularity
Women's adidas Running SenseBounce+ Shoes,89.99,89.99,USD,Various,"Women's adidas Running SenseBounce+ Shoes: Stay connected to the ground under your feet in these natural shoes. Designed to provide support for street running, they have a wide forefoot to give you a stable platform for quick side-to-side movement. Flexible cushioning provides long-lasting comfort for longer runs. The knit upper has a sock-like collar for a snug feel.",Various,4.4,98,Women's product,footwear,very high popularity
Women's adidas by Stella Mccartney Running UltraBoost 20 Shoes,179.99,179.99,USD,Various,"Women's adidas by Stella Mccartney Running UltraBoost 20 Shoes: Turning pollution into performance. The adidas Ultraboost S - in collaboration with Stella McCartney - uses Primeblue yarn made from plastic bottles that are intercepted from beaches and coastal communities before they reach the oceans. Designed to take your running to a new level, without compromising on style. Cushioning, support and flexibility combined. UltraBOOST 20 running shoes have a uniquely responsive feel for a confident ride. Paired with a flexible Primeknit upper, that adapts to the shape of your feet during your run. This model features improved performance elements, whilst maintaining a sleek silhouette.",Various,3.3,35,Women's product,footwear,medium popularity
Women's adidas Running Ultraboost 19 Shoes,125.99,179.99,USD,Various,Women's adidas Running Ultraboost 19 Shoes: Running reinvented. These high-performance neutral running shoes deliver unrivaled comfort and energy return. The lightweight and propulsive shoes have a seamless knit upper that's engineered with motion weave technology to provide stretch while also holding your foot in place while you run. The second-skin fit follows the shape of your foot to reduce pressure points.,Various,3.4,25,Women's product,footwear,low popularity
Women's adidas Running SenseBoost GO Shoes,129.99,129.99,USD,Various,"Women's adidas Running SenseBoost GO Shoes: Designed for the ever-changing urban landscape, these running shoes have a lightweight knit upper that follows the natural movement of your stride. The wide platform provides support for lateral movement, and responsive cushioning returns energy with every step.",Various,3.5,44,Women's product,footwear,medium popularity
Women's adidas Running PulseBoost HD Shoes,149.99,149.99,USD,Various,"Women's adidas Running PulseBoost HD Shoes: The city's full of surprises, but you can count on your run. These adidas shoes have a stretchy knit upper that fits like a sock and a wide forefoot platform for added stability. The responsive cushioning has a firm feel and provides support as you round corners and jump puddles.",Various,4.8,14,Women's product,footwear,low popularity
Women's Running Ultraboost 20 Shoes,169.99,169.99,USD,Various,"Women's Running Ultraboost 20 Shoes: Confidence from the ground up. These adidas running shoes are designed to turbo charge your daily miles. The knit upper offers stitched-in support based on motion capture technology. A soft, comfortable elastane heel allows for natural movement of the Achilles. Responsive cushioning helps keep transitions smooth and the energy flowing.",Various,2.8,98,Women's product,footwear,very high popularity
Women's adidas Tennis Adizero Club Shoes,69.99,69.99,USD,Various,Women's adidas Tennis Adizero Club Shoes: Keep your cool when it's all on the line. These lightweight tennis shoes have a breathable mesh upper to keep air circulating when the heat is on. Their foot-hugging construction and supportive chassis offer a stable ride. The durable outsole stands up to every serve and slide as you improve your game.,Various,3.9,17,Women's product,footwear,low popularity
Women's adidas Running Adizero Boston 8 Shoes,129.99,129.99,USD,Various,"Women's adidas Running Adizero Boston 8 Shoes: Feel light, fast and focused as the road unspools in front of you. Even during your toughest interval training, feet stay cool in these adidas running shoes. Responsive cushioning returns energy to your stride. So you can push farther than you thought possible.",Various,4.0,20,Women's product,footwear,low popularity
Unisex Football Predator Mutator 20+ Firm Ground Boots,229.99,229.99,USD,Various,"Unisex Football Predator Mutator 20+ Firm Ground Boots: You're not cheating the system. You're just bending the rules. Find your unfair advantage and transform your game with the all-new adidas Predator. The knit textile upper on these football boots wraps around your foot for a true 360-degree fit, while the mid-cut design supports your ankle. Rubber spines grip the ball for unmatched swerve, while a split outsole helps you dominate. Take control in Predator Mutator 20+ Firm Ground Boots.",Various,4.4,30,Unisex product,footwear,medium popularity
Women's adidas Running Ultraboost 19 Shoes,111.99,159.99,USD,Various,Women's adidas Running Ultraboost 19 Shoes: Running reinvented. These high-performance neutral running shoes deliver unrivaled comfort and energy return. The lightweight and propulsive shoes have a seamless knit upper that's engineered with motion weave technology to provide stretch while also holding your foot in place while you run. The second-skin fit follows the shape of your foot to reduce pressure points.,Various,4.3,93,Women's product,footwear,very high popularity
Women's adidas Running Ultraboost 19 Shoes,118.99,169.99,USD,Various,Women's adidas Running Ultraboost 19 Shoes: Ultraboost reinvented. These running shoes reboot key performance technologies to give you a confident and energy-filled run. The knit upper has a second-skin fit and is built with motion-weave technology for adaptive stretch and support. Dual-density cushioning delivers medial support and an energized ride.,Various,2.5,78,Women's product,footwear,very high popularity
WOMEN'S ADIDAS RUNNING PUREBOUNCE+ STREET SHOES,34.99,69.99,USD,Various,"WOMEN'S ADIDAS RUNNING PUREBOUNCE+ STREET SHOES: Made for fast runs on city streets, these natural shoes have a low-to-the-ground feel and a wide forefoot for added support and stability during side to side movement. Flexible cushioning delivers long-lasting comfort.",Various,1.5,27,Women's product,footwear,medium popularity
Unisex adidas Swim Adilette Aqua Slides,17.99,17.99,USD,Various,"Unisex adidas Swim Adilette Aqua Slides: Rinse off after the pool in these shower-friendly sandals. Keeping it simple, the smooth slip-ons reveal their adidas DNA with signature 3-Stripes. Soft cushioning rewards tired feet with plush comfort.",Various,4.6,19,Unisex product,footwear,low popularity
Women's adidas Outdoor Mobe Sandals,12.49,24.99,USD,Various,Women's adidas Outdoor Mobe Sandals: Stylish and sleek adidas Mobe sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.,Various,1.0,31,Women's product,footwear,medium popularity
Women's adidas Running Edge Lux 2 Shoes,39.99,79.99,USD,Various,"Women's adidas Running Edge Lux 2 Shoes: These neutral running shoes have a women's-specific design, with a rounder heel that cradles the foot. The upper is made of lightweight stretch mesh for a barely there feel. Designed for indoor and outdoor running, the shoes feature springy cushioning to keep you comfortable over the miles.",Various,2.2,43,Women's product,footwear,medium popularity
Unisex ADIDAS OUTDOOR TERREX JAWPAW SANDALS,59.99,59.99,USD,Various,"Unisex ADIDAS OUTDOOR TERREX JAWPAW SANDALS: These durable lace-up water shoes climb and grab wet, rocky surfaces with the unbeatable grip of a StealthÂ® rubber outsole. The outdoor shoes are built with a breathable, fast-drying upper and a perforated midsole for fast drainage.",Various,4.8,55,Unisex product,footwear,high popularity
Women's adidas Running Ultraboost 20 Shoes,189.99,189.99,USD,Various,"Women's adidas Running Ultraboost 20 Shoes: Confidence from the ground up. These adidas running shoes are designed to turbo charge your daily miles. The knit upper offers stitched-in support based on motion capture technology. A soft, comfortable elastane heel allows for natural movement of the Achilles. Responsive cushioning helps keep transitions smooth and the energy flowing.",Various,3.9,22,Women's product,footwear,low popularity
Unisex adidas Running Pharrell Williams Solar HU Human Made Shoes,149.99,149.99,USD,Various,"Unisex adidas Running Pharrell Williams Solar HU Human Made Shoes: adidas teamed up with Pharrell Williams on these shoes designed for city running. They have a lightweight and breathable mesh upper. The flexible outsole works with responsive cushioning for a comfortable, energised ride. Graphics with a positive message brighten the forefoot.",Various,2.2,96,Unisex product,footwear,very high popularity
Unisex adidas Running Alphaedge 4D Shoes,279.99,279.99,USD,Various,"Unisex adidas Running Alphaedge 4D Shoes: Add an edge to your game with the new AlphaEdge 4D. Designed for peak performance during your cross-training workouts, this model features a 3D-printed midsole. The lattice structure was developed using years of athlete data to deliver precisely-tuned support and cushioning right where you need it. The process is called digital light synthesis - light creates the shape of the sole, heat sets it. This model features iridescent panels inspired by the galaxy. Our formula for the future.",Various,2.2,53,Unisex product,footwear,high popularity
Men's adidas Originals Rivalry Low Gore-Tex Shoes,119.99,119.99,USD,Various,"Men's adidas Originals Rivalry Low Gore-Tex Shoes: Inspired by a golden era of hoops style, the Rivalry rebuilds an '80s design with a modern vibe. This version features printed detail inspired by modernist art. GORE-TEX lining makes them ready for cold weather.",Various,1.5,38,Men's product,footwear,medium popularity
Men's adidas Originals Rivalry Shoes,89.99,89.99,USD,Various,"Men's adidas Originals Rivalry Shoes: A basketball icon with influence far beyond the hardwood, the Rivalry has inspired artists, punks and skaters alike. These high-cut shoes have a smooth leather upper. A woven tongue label pulled from the archives keeps the look authentic. A rubber cupsole completes the look.",Various,3.9,59,Men's product,footwear,high popularity
Men's adidas Originals 424 SC Premiere Shoes,129.99,129.99,USD,Various,"Men's adidas Originals 424 SC Premiere Shoes: The heritage SC Premiere returns in a collaboration between adidas and L.A. streetwear brand 424. Channeling the clean, striking style the label is known for, this version has a sleek monochromatic leather upper that effortlessly merges with a rubber cupsole. 424 signs off the look with a signature flash of red on the tongue.",Various,4.8,97,Men's product,footwear,very high popularity
Men's adidas Originals Supercourt RX Gore-Tex Shoes,159.99,159.99,USD,Various,"Men's adidas Originals Supercourt RX Gore-Tex Shoes: A distillation of forty years of adidas court shoes, these shoes serve up court style with modern attitude. This version of the beloved court shoes features printed detail inspired by modernist art. GORE-TEX lining makes them ready for cold weather.",Various,4.7,47,Men's product,footwear,medium popularity
Men's adidas Originals SC Premiere Gore-Tex Shoes,119.99,119.99,USD,Various,"Men's adidas Originals SC Premiere Gore-Tex Shoes: The adidas Superstar shoes started out as a basketball style. Today, it's celebrated as a streetwear all-star. This version features printed detail inspired by modernist art. GORE-TEX lining makes them ready for cold weather.",Various,3.5,37,Men's product,footwear,medium popularity
Men's adidas Swim Stabile Slippers,12.99,12.99,USD,Various,"Men's adidas Swim Stabile Slippers: The simple and stylish adidas Stabile slippers for men. Crafted with premium Synthetic, these slippers are perfect for casual wear. Synthetic upper with deco stitch and wide thong construction allows additional comfort. Lightweight EVA for comfort with textured rubber outsole keep it durable. The adidas Performance logo badge on the strap reflects the brand perfectly.",Various,4.2,9,Men's product,footwear,low popularity
Men's adidas Toe Side III Slippers,12.99,12.99,USD,Various,"Men's adidas Toe Side III Slippers: The adidas casual sandals for men with a striking camouflage design. Features stylish webbing straps, Diecut EVA midsole for stable cushioning and abrasion resistant rubber outsole with wet and dry traction pattern.",Various,4.9,9,Men's product,footwear,low popularity
Men's adidas Toe Side III Slippers,12.99,12.99,USD,Various,"Men's adidas Toe Side III Slippers: The adidas casual sandals for men with a striking camouflage design. Features stylish webbing straps, Diecut EVA midsole for stable cushioning and abrasion resistant rubber outsole with wet and dry traction pattern.",Various,2.0,20,Men's product,footwear,low popularity
Men's adidas Swim Stabile Slippers,12.99,12.99,USD,Various,"Men's adidas Swim Stabile Slippers: The simple and stylish adidas Stabile slippers for men. Crafted with premium Synthetic, these slippers are perfect for casual wear. Synthetic upper with deco stitch and wide thong construction allows additional comfort. Lightweight EVA for comfort with textured rubber outsole keep it durable. The adidas Performance logo badge on the strap reflects the brand perfectly.",Various,2.9,62,Men's product,footwear,high popularity
Men's adidas Swim Coset II Slippers,14.99,14.99,USD,Various,"Men's adidas Swim Coset II Slippers: The simple and stylish adidas Stabile slippers for men. Crafted with Synthetic upper with deco stitch and thong construction allows additional comfort. 3-Stripes on the strap reflects the brand perfectly. The lightweight EVA for comfort with textured rubber outsole keep it durable while with the premium Synthetic, these slippers are perfect for casual wear.",Various,3.9,77,Men's product,footwear,very high popularity
Men's adidas Originals SL 80 Shoes,99.99,99.99,USD,Various,"Men's adidas Originals SL 80 Shoes: The old-school track is back. These adidas SL 80 Shoes take design cues from a '70s sneaker built for speed. The nylon and synthetic suede upper adds to the retro vibes. Extra cushioning in the high-traction midsole keeps your feet comfy, even if the only race you run today is to the early train.",Various,3.6,4,Men's product,footwear,low popularity
Men's adidas Swim Coset II Slippers,14.99,14.99,USD,Various,"Men's adidas Swim Coset II Slippers: The simple and stylish adidas Stabile slippers for men. Crafted with Synthetic upper with deco stitch and thong construction allows additional comfort. 3-Stripes on the strap reflects the brand perfectly. The lightweight EVA for comfort with textured rubber outsole keep it durable while with the premium Synthetic, these slippers are perfect for casual wear.",Various,3.8,63,Men's product,footwear,high popularity
Men's adidas Swim Slalon Slippers,14.99,14.99,USD,Various,"Men's adidas Swim Slalon Slippers: The simple and stylish adidas Slalon slippers for men. Crafted with premium Synthetic, these slippers are perfect for casual wear. Synthetic upper with deco stitch and thong construction allows additional comfort. Lightweight EVA for comfort with textured rubber outsole keep it durable. The adidas Performance logo badge on the strap reflects the brand perfectly.",Various,4.8,92,Men's product,footwear,very high popularity
Men's adidas Originals Streetball Shoes,109.99,109.99,USD,Various,"Men's adidas Originals Streetball Shoes: Dial it back to the '90s with shoes based on a vintage streetball design. They offer a layered look with a mix of suede, mesh and leather. Swerving lines and intense color pops add to the retro vibe. Super-light cushioning adds modern comfort.",Various,3.4,10,Men's product,footwear,low popularity
Men's adidas Swim Ozor 2.0 Slippers,12.99,12.99,USD,Various,"Men's adidas Swim Ozor 2.0 Slippers: The simple and stylish adidas Ozor 2.0 slippers for men. Best suited to match with your swimwear, these printed slippers have a soft footbed for additional comfort for your feet while the Synthetic strap with vents provides breathability proper fitting.",Various,2.6,61,Men's product,footwear,high popularity
Men's Originals ZX 750 HD Shoes,79.99,79.99,USD,Various,"Men's Originals ZX 750 HD Shoes: Technology drives culture, culture shapes technology and a great shoe straddles both. These adidas ZX 750 HD Shoes bring back a breakthrough running design for today's streets. Pamper your feet with seamless overlays and a cushiony feel. It's retro-tech for every day.",Various,4.5,0,Men's product,footwear,low popularity
Men's adidas Originals ZX 8000 Shoes,129.99,129.99,USD,Various,Men's adidas Originals ZX 8000 Shoes: Built on a legacy. These ZX 8000 Shoes show off the iconic shape of the original '80s breakthrough design. The layered look of soft suede and textured mesh adds fresh style. An animal-inspired print adds a bold statement.,Various,1.0,78,Men's product,footwear,very high popularity
Men's Originals ZX 750 HD Shoes,79.99,79.99,USD,Various,"Men's Originals ZX 750 HD Shoes: Technology drives culture, culture shapes technology and a great shoe straddles both. These adidas ZX 750 HD Shoes bring back a breakthrough running design for today's streets. Pamper your feet with seamless overlays and a cushiony feel. It's retro-tech for every day.",Various,3.8,54,Men's product,footwear,high popularity
MEN'S ADIDAS RUNNING LEGUS 1.0 SHOES,27.99,55.99,USD,Various,"MEN'S ADIDAS RUNNING LEGUS 1.0 SHOES: Get maximum support, comfort and a refreshed look with these adidas Legus shoes for men. The textile mesh upper is breathable and has a sock-like fit and the supportive cage in the shoe's midfoot provides midfoot lockdown. CLOUDFOAM gives instant step in-comfort, long-lasting responsive cushioning and a super-plush feel and the Rubber outsole gives ultimate durability.",Various,4.5,96,Men's product,footwear,very high popularity
MEN'S ADIDAS RUNNING ARIUS 1.0 SHOES,24.99,49.99,USD,Various,MEN'S ADIDAS RUNNING ARIUS 1.0 SHOES: The adidas Arius 1.0 Running shoes for men feature a comfortable two-tone Mesh upper with They come with Lightstrike IMEVA midsole for long term lightweight cushioning and shock absorption with a full rubber outsole for durability.,Various,4.9,89,Men's product,footwear,very high popularity
Men's adidas Running Kalus Shoes,21.49,42.99,USD,Various,"Men's adidas Running Kalus Shoes: A well cushioned shoe with a fresher look that will appeal to young runners. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear.",Various,3.3,48,Men's product,footwear,medium popularity
men's ADIDAS ORIGINALS PW HU HOLI STAN SMITH SHOES,49.99,99.99,USD,Various,"men's ADIDAS ORIGINALS PW HU HOLI STAN SMITH SHOES: A style icon gets some love from one of today's top trendsetters. Pharrell Williams puts his creative spin on these shoes, which have all the clean, classic details of the beloved Stan Smith.",Various,2.4,49,Men's product,footwear,medium popularity
Men's adidas Originals ZX 8000 Shoes,129.99,129.99,USD,Various,"Men's adidas Originals ZX 8000 Shoes: Low light? No problem. These adidas trainers have reflective details so you stand out even when the sun goes down. The ZX 8000 Shoes were first released in the '80s, but this version updates the original with a cushy yet structured sole and a mix of nubuck and mesh in the upper.",Various,4.6,88,Men's product,footwear,very high popularity
Men's adidas Football Predator 19.1 Firm Ground Cleats,89.99,149.99,USD,Various,"Men's adidas Football Predator 19.1 Firm Ground Cleats: If your command of the pitch leaves your rivals' tactics in tatters, you're ready to own Predators. Built for precision on firm ground, these soccer cleats have a knit textile upper that provides support to put you in total control. On the forefoot a grippy, textured coating aids confidence to every touch.",Various,4.3,68,Men's product,footwear,high popularity
MEN'S ADIDAS RUNNING ERDIGA 3.0 SHOES,21.49,42.99,USD,Various,MEN'S ADIDAS RUNNING ERDIGA 3.0 SHOES: The adidas Erdiga 3.0 shoes for men crafted with Mesh-Synthetic upper for added comfort. The IMEVA midsole provides optimized cushioning and rebounding. The outsole is made of high durable rubber.,Various,2.6,66,Men's product,footwear,high popularity
Men's adidas Running Kyris 4.0 Shoes,21.49,42.99,USD,Various,Men's adidas Running Kyris 4.0 Shoes: These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The combination of textile and mesh ensure breathability while the Lightstrike EVA midsole with full Rubber outsole provides durability.,Various,1.5,84,Men's product,footwear,very high popularity
Men's adidas Running PulseBoost HD Ltd Shoes,104.99,149.99,USD,Various,"Men's adidas Running PulseBoost HD Ltd Shoes: We believe that feet deserve a runner's high, too. That's why the Pulseboost HD Ltd is sitting on an all-new Boost HD midsole that delivers more stability with the same crazy responsiveness and comfort on any surface. The streets are calling, let's go get it.",Various,2.5,65,Men's product,footwear,high popularity
MEN'S ADIDAS OUTDOOR BEARN SHOES,29.99,59.99,USD,Various,"MEN'S ADIDAS OUTDOOR BEARN SHOES: Get maximum support, comfort and a refreshed look with these adidas Bearn shoes for men comes wit a classic style. The Mesh underlays with synthetic overlays, makes it breathable yet durable while the Lightweight EVA midsole provides long term cushioning. Terrex outsole designed to bring you optimal grip.",Various,4.6,13,Men's product,footwear,low popularity
Men's adidas Sport Inspired VS Pace Shoes,27.99,39.99,USD,Various,Men's adidas Sport Inspired VS Pace Shoes: Easy style with every stride. These basketball-inspired shoes have a nubuck-like upper. Bold 3-Stripes on the outer side and perforated 3-Stripes on the inner side mix modern and classic design. The rubber outsole has a vulcanised look.,Various,2.5,44,Men's product,footwear,medium popularity
MEN'S ADIDAS RUNNING ARGECY SHOES,27.99,55.99,USD,Various,"MEN'S ADIDAS RUNNING ARGECY SHOES: A sporty look with running roots, these men's shoes are loaded with comfort. Seamless 3-Stripes accent a geometric, two-tone mesh upper. All riding on Cloudfoam for an amazing step-in feel.",Various,2.8,61,Men's product,footwear,high popularity
Men's adidas Tennis Courtsmash Shoes,33.59,55.99,USD,Various,"Men's adidas Tennis Courtsmash Shoes: Take to the court with confidence in these men's tennis shoes. Designed for the casual player, they feature a durable and stable leather upper with mesh at the heel. Lightweight cushioning keeps you comfortable during long rallies, while a rubber outsole delivers strong grip.",Various,3.4,57,Men's product,footwear,high popularity
Men's adidas Originals Stan Smith Shoes,39.99,79.99,USD,Various,Men's adidas Originals Stan Smith Shoes: The chic minimalism of the Stan Smith invites endless variation. These men's shoes are updated for the season with a subtle twist. A small cutout Trefoil makes a surprise appearance on the smooth leather upper.,Various,0.0,11,Men's product,footwear,low popularity
MEN'S ADIDAS SPORT INSPIRED LITE RACER SHOES,19.99,39.99,USD,Various,MEN'S ADIDAS SPORT INSPIRED LITE RACER SHOES: The ultra-lightweight build of these shoes takes a running-inspired style to the streets. The sporty look has a breathable and durable mesh upper with stitched-on 3-Stripes. EVA cushioning provides lightweight comfort for every step.,Various,3.4,69,Men's product,footwear,high popularity
MEN'S ADIDAS RUNNING KIVARO 1.0 SHOES,22.99,45.99,USD,Various,"MEN'S ADIDAS RUNNING KIVARO 1.0 SHOES: The adidas Running shoes for men. These lightweight shoes give all round comfort, cushioning, durability & support in a simplistic design. The combination of Knit-Mesh upper ensure breathability and durability while the Lightstrike EVA midsole provides premium cushioning. Full Rubber outsole provides durability.",Various,3.1,45,Men's product,footwear,medium popularity
MEN'S ADIDAS ORIGINALS CRAZY BYW LVL I SHOES,74.99,149.99,USD,Various,"MEN'S ADIDAS ORIGINALS CRAZY BYW LVL I SHOES: Legendary B-ball players flashed this '90s style with a look so unconventional that it was called Crazy. Now a footwear fashion series, the Crazy BYW combines a bold mix of colours and textures with innovative cushioning.",Various,2.8,13,Men's product,footwear,low popularity
MEN'S ADIDAS RUNNING LEGUS 1.0 SHOES,27.99,55.99,USD,Various,"MEN'S ADIDAS RUNNING LEGUS 1.0 SHOES: Get maximum support, comfort and a refreshed look with these adidas Legus shoes for men. The textile mesh upper is breathable and has a sock-like fit and the supportive cage in the shoe's midfoot provides midfoot lockdown. CLOUDFOAM gives instant step in-comfort, long-lasting responsive cushioning and a super-plush feel and the Rubber outsole gives ultimate durability.",Various,2.6,91,Men's product,footwear,very high popularity
MEN'S ADIDAS RUNNING RYZO 4.0 SHOES,22.99,45.99,USD,Various,MEN'S ADIDAS RUNNING RYZO 4.0 SHOES: The adidas Ryzo 4.0 Running shoes for men crafted with Mesh overlays which make it lightweight. The breathable Mesh overlays with Synthetic at heel offer extended grip and comfort. Lightstrike IMEVA midsole and Full Rubber outsole.,Various,1.5,51,Men's product,footwear,high popularity
MEN'S ADIDAS RUNNING FURIO 1.0 SHOES,27.99,55.99,USD,Various,MEN'S ADIDAS RUNNING FURIO 1.0 SHOES: The premium looking adidas Furio Running shoes for men crafted with Knit Mesh upper. The lightstrike IMEVA midsole with full Rubber outsole provides durability.,Various,3.5,74,Men's product,footwear,high popularity
Men's adidas Running Galaxy 4 Shoes,26.49,52.99,USD,Various,Men's adidas Running Galaxy 4 Shoes: Add miles to your running regimen in these men's shoes. They have a durable and breathable mesh upper with a midfoot cage for added support and stability. The plush Cloudfoam midsole delivers ultra-soft cushioning.,Various,4.4,33,Men's product,footwear,medium popularity
MEN'S ADIDAS ORIGINALS BOSTON SUPER X R1 SHOES,79.99,159.99,USD,Various,"MEN'S ADIDAS ORIGINALS BOSTON SUPER X R1 SHOES: The original Boston Super were marathon trainers that first took flight in the mid-'80s on the world-famous route that runs from Hopkinton to Back Bay. These shoes bring back the retro mesh-and-suede design and add modern cushioning. Lightweight and breathable, they offer energy return in every stride.",Various,4.7,9,Men's product,footwear,low popularity
Men's adidas Originals Continental 80 Shoes,39.99,79.99,USD,Various,"Men's adidas Originals Continental 80 Shoes: Steeped in nostalgia, the Continental 80 captures the retro look of indoor sneakers from the early 1980s. The suede shoes feature a swooping two-color stripe and a distinctive split rubber cupsole that's built for a comfortable, flexible feel.",Various,4.6,33,Men's product,footwear,medium popularity
Men's s adidas Football Nemeziz 18+ Firm Ground Boots,114.99,229.99,USD,Various,"Men's s adidas Football Nemeziz 18+ Firm Ground Boots: If you've got the tricks to turn a match on its head, you're ready to weave your magic in Nemeziz. Created for unplayable agility, these firm ground soccer cleats have a unique bandage construction that provides complete flexibility and enough compressive support to eliminate the need for laces. A specially shaped collar secures your ankle when you're ready to explode into action.",Various,3.0,7,Men's product,footwear,low popularity
Men's adidas Running Raddis 1.0 shoes,27.99,55.99,USD,Various,Men's adidas Running Raddis 1.0 shoes: The premium looking adidas Raddis 1.0 Running shoes for men. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. IMEVA midsole and full Rubber outsole provides durability.,Various,4.0,88,Men's product,footwear,very high popularity
MEN'S ADIDAS RUNNING KIVARO 1.0 SHOES,22.99,45.99,USD,Various,"MEN'S ADIDAS RUNNING KIVARO 1.0 SHOES: The adidas Running shoes for men. These lightweight shoes give all round comfort, cushioning, durability & support in a simplistic design. The combination of Knit-Mesh upper ensure breathability and durability while the Lightstrike EVA midsole provides premium cushioning. Full Rubber outsole provides durability.",Various,1.5,51,Men's product,footwear,high popularity
Men's adidas RUNNING PUARO SHOES,20.0,49.99,USD,Various,Men's adidas RUNNING PUARO SHOES: Style and performance go hand in hand in this adidas Puaro shoes for men. Mesh upper for lightweight and breathability with full rubber outsole for durability. They come with used overlays layered sandwich mesh for maximum ventilation with edgy three stripes design.,Various,3.3,68,Men's product,footwear,high popularity
